C1400|Hallmark Cards
Z1200|Mullen for Congress
Z1100|Friends of Doug Basler
Z4100|Zinke Victory Fund
|CEILING PAC                                       
Z1100|Marshall Works for Congress
Z4200|Murphy Graham Victory for Florida
|CEDON ACTION PAC                                  
|CITIZENS FOR CHANGE                               
Z1100|People for Vince Kolber
Z1100|Wade for US Senate 14
|ZETZER FOR CONGRESS                               
J1100|State Conservative Reform Action PAC
|AMERICAN'S FOR FREEDOM OF CHOICE                  
Z4100|Graham Victory Cmte 2014
|TRUE AMERICAN PRINCIPALS INITIATIVE               
|AMERICANS FOR EDUCATION AND HEALTH PAC            
Z4200|Alaska Delaware Victory 2014
Y0000|Justice for All PAC
J1200|Principles Project
|TERM LIMIT PAC                                    
|KEEP GEORGIA RED                                  
J2400|RickPAC
J1100|Stark360
Z4100|Targeted State Victory
|NEW BELGIUM BREWING COMPANY INC - FEDERAL PAC NEW 
Z4200|Leahy Green Mountain Cmte
|AMERICA OUT OF THE RED                            
J2100|BackPAC
|TEA PARTY MAJORITY SUPER FUND                     
|REDEEM NEVADA                                     
C2400|Washington Film PAC
|NEW REPUBLIC POLITICAL ACTION COMMITTEE           
|HILARY SHMILARY PAC                               
J1100|Independent Majority Group
|PEOPLE FOR PEARSON INC                            
J1200|Californians for Innovation
|GARY KONIZ CONGRESSIONAL CAMPAIGN                 
Z4100|Daines-Zinke Victory Cmte
|ACTUAL CITIZENS UNITED                            
J7120|Alaska Right To Life
J1200|Ready for Warren
A5000|Rayonier Advanced Materials
J9000|CounterPAC
Z4100|Two for Texas Cmte
|KEY STATES                                        
Z1300|Committee to Elect Ed Rabel to Congress
|STEVE MEADE 4 CONGRESS                            
|Jobs
Z1100|Rimensnyder for Congress
G1000|Great Lakes Bay Regional Alliance
|CONCORD FIRST                                     
J1100|American Future PAC
|DRAFTRUSH2016                                     
Z1300|Curt Gottshall Campaign
|ED BAKER FOR PRESIDENT                            
|HISPANIC UNITY FUND                               
|PEOPLES COALITIONS FOR MEGA-EVIL AND THE OVERTHROW
|WOMEN AGAINST HILLARY PAC                         
|AMERICAN LIBERATION PAC INC                       
Z4100|Ernst Victory Fund
Z1100|B. J. Guillot for Congress
|INDEPENDENT WORKERS FOR A BETTER HAWAII           
J1100|American Alliance
|GOTV USA INDEPENDENT EXPENDITURE POLITICAL ACTION 
|CLEVELAND 2016 HOST COMMITTEE INC                 
J1200|Coalition for Ohio's Future
J1100|Service and Leadership PAC
G1000|National Assn of Publicly Traded Partnerships
|STAND FOR DEMOCRACY                               
G1100|Jacksonville Chamber of Commerce
Z1200|Lieber for Congress Cmte
Z1200|Jamie Mayo for Congress
Z4100|McFadden Minnesota Victory Cmte
|PROJECT FREEDOM USA                               
J1200|Bluegrass Rural PAC
J2200|Rebuild America PAC
Z4200|Harkin Steak Fry 2014
Z4200|Oregon Victory Fund
|COMMONWEALTH COMMON SENSE                         
J1100|Ignite Liberty PAC
|NATIONAL PROGRESS INITIATIVE                      
J9000|People First Missouri
|AMERICANS FOR A BETTER YESTERDAY
M2100|Gerdau Inc
|OUR BLUE HOPE                                     
R|ALLAN LEVENE FOR CONGRESS
|FAITH AND FREEDOM FUND                            
J1100|Visionary Leaders Fund
Z4200|Kuster Clark 2014 Victory Fund
Z4200|Foust Victory Fund
Z4200|Patrick Murphy Victory Fund
Z1100|Bryan Miller for US Senate
C2100|Nexstar Broadcasting Group
J1200|Change Campaign Super PAC
|PINOY PAC                                         
|CHAMBER OF DIGITAL COMMERCE POLITICAL ACTION COMMI
Z1200|Susan Heitzman for Congress
Z4100|McConnell-Tillis Majority Cmte
|SENIORS FOR BETTER GOVERNMENT                     
|WILLIAM (BILL) SMALLEY EXPLORATORY COMMITTEE FOR U
J1200|National People's Action Campaign
L1400|Citizens & Public Safety Proponents for Truth
J2100|Jobs Unite Labor & Industry in America
Y0000|An Uber PAC
|BYRNE VICTORY FUND                                
Z4200|Grassroots Victory Project 2014
|PROJECT BLUE AMERICA                              
J2200|Boots PAC
|LEADING AMERICA'S FUTURE                          
|AG AMERICA                                        
|JEFF BOSS FOR PRESIDENT 2016                      
Z4200|Kathleen Rice Victory Fund
|JEFF BOSS FOR US SENATE 2014                      
|MYVOTECOUNTS2TOO                                  
Z4100|Comstock House Victory Fund
|COALITION FOR AMERICAN VETERANS                   
J1100|Engage America Action
|MOTHERS FOR DRUG FREE SCHOOLS PAC % AMANDA MORSE  
Z4100|RISE Project
R|USA First PAC
J2100|Hawaii PAC
|TRUE PAC                                          
|AMERICANS FOR MELISSA STRZALA                     
Z1300|Hernandez Vivoni Inc
Z1100|Christopher Hill for President
|JEFFRY SANFORD FOR CONGRESS                       
|MINISTERS OF PEACE                                
|MIDDLE AMERICANS FOR A BETTER TOMORROW            
|BLACK AMERICANS FOR A BETTER FUTURE               
F4500|National Assn of Residential Property Managers
J1200|314 PAC
|SIMI VALLEY DEMOCRATIC CLUB                       
Z1200|Tom Hill for Congress
Z1200|Amanda Curtis for Senate
|M.V. VINNY MENDOZA                                
Z1300|Paul Jones for Congress
Z1300|James Carr for Congress
H1110|American Assn of Child & Adolescent Psychiatry
|YOUTH POLITICAL AWARENESS                         
|ALERE INC GOOD GOVERNMENT COMMITTEE               
Z4400|Latino Fund
Z4200|Appel Victory Fund 2014
J1200|Kansans Support Problem Solvers
Z4100|McFadden Ernst Cotton Sullivan Victory Fund
|AMERICA FIRST                                     
J1100|B-PAC
Z1100|Friends of Richard May
J1100|Women Supporting Cory Gardner
|AMERICAN FUND                                     
|SIDPAC                                            
|CITIZEN SUNSHINE                                  
|STAND PAC                                         
Z4200|Capps Victory Fund
Z4100|Mooney Victory Fund
|DAVE MCCOY FOR US SENATE COMMITTEE; THE           
Z1300|Elect Sean Haugh
Z5200|Livonia Democratic Club
Z4100|Scalise Leadership Fund
J1100|Priorities for Iowa
T6200|Lake Charles Pilots Inc
Y0000|Our Patients First
J1200|Our Voices Matter
|CALIFORNIA PROMISES PAC                           
J1100|Inland Empire Taxpayers Assn
J1100|Winning the Senate PAC
Z4100|Next Generation Leadership Fund
Z1100|Friends of Armond James
Z1300|Friends of Dan Buhrdorf
Z4100|Friends of Winning Women
Z1100|Carl Smink for US Senate
|WE THE PEOPLE OF DC                               
J1100|R Majority PAC
|TCIG                                              
|REPUBLICAN ACTION COMMITTEE                       
|AMERICANS FOR THE EX-IM BANK                      
Z4100|New Senate Majority 2014
C4600|Ericsson Inc
Z4100|Land Victory Cmte 2014
J9000|Center Forward
Z4100|Cassidy for Senate Victory Cmte
|SCOTTSDALE WOMENS ACTION TEAM                     
Z4100|Gardner Sullivan Victory
|BRIAN TERRY SECURE BORDER PROJECT                 
|UIL HOLDINGS CORPORATION EMPLOYEES FEDERAL PAC    
B5100|Concrete & Portland Cement Action Network
|AMERICANS FOR BETTER BREWING AKA SIX-PAC          
J9000|Reform for Electing American Legislators
|AMERICAN FREEDOM BUILDERS ACTION NETWORK          
J1100|Ohioans for Accountable Government
|NO - KIDS - LEFT - BEHIND POLITICAL ACTION COMMITT
|DUMMETT FOR PRESIDENT 2016                        
F5500|Connolly LLC iHealth
Z4200|Cantwell for Women in the Senate 2014
Z1300|Rufus Craig Congressional Campaign
Z1200|Ostrowski for Congress
Z4100|Chapman Victory Fund
Z4100|Iowa Republican Party 2014 Victory Fund
|GROWING AMERICA COALITION                         
J1200|Nevada County Democratic Campaign Coalition
|TU PAC INC                                        
J2200|Bridging the Gap
J7300|American Unity Fund
|IPARTY SUPER PAC                                  
|RESTORE A FREE AMERICA PAC                        
Z1300|David Brooks Campaign
Z1100|Cat Ping for Congress
Z1100|Paul for Congress
|MURIEL WAYNE ABLES FOR SENATE                     
JE300|League of Conservation Voters/Michigan
J1100|Growth PAC
J1200|Southern California Progressives
|EMPIRE STRIKES PAC; THE                           
Z4200|Hawaii Senate Victory Fund
H3000|Correct Care Solutions
|FULL CIRCLE ACTION FUND                           
|CHERNY FOR CONGRESS                               
J1100|People for Progress
J7150|Planned Parenthood/Michigan
|1 AMERICA TOWARD A MOST EXCELLENT FUTURE FOR ALL D
|TED PAC                                           
LB100|LIUNA Building America
|NEW WHITE PARTY; THE                              
|NET PAC                                           
|FOR WEST TEXAS PAC                                
J9000|Southern Futures PAC
|TOMORROW PAC                                      
Z5200|Ontonagon County Democratic Cmte
Z1300|Committee for Victor Sanchez Williams
|VICTORY AMERICA CAMPAIGN                          
H2100|Coordinated Health
|HICE FREEDOM FUND                                 
Z4200|West Virginia Senate Victory 2014
E1500|OwnEnergy Inc
F5000|Survey Group
|MOORE 4 CONGRESS                                  
J1100|Beat Reid PAC
J1100|Committee for Safe Neighborhoods
|MALLINCKRODT LLC POLITICAL ACTION COMMITTEE       
|KEY QUESTIONS
|AMERICANS FOR PROGRESS                            
|INDEPENDENT NATIONAL PARTY OF MINNESOTA           
|LIBERTY NOW                                       
|AMERICAN REASON                                   
Z4200|Schatz Takai Victory Fund
J1200|Committee to Elect an Independent Senate
J1100|North Carolina Priorities
J1100|Louisiana Priorities
J1100|Iowa Priorities
J1100|Colorado Priorities
|ALASKA PRIORITIES                                 
C6100|Pandora Media
J2200|Deeds Not Words PAC
|NATIONYES                                         
J1200|Ohioans for a Better Future
|MEETING ROOM; THE                                 
Z1200|Alex Law for Congress
J1200|Alliance for a Better Rhode Island
J1100|Conserv America Building a Brighter Future
Z4200|DCCC Rapid Response Fund 2014
J1100|Judicial Fairness Project
Z1100|Dale Christensen 2016
|AMERICAN SOLUTIONS - PAC                          
J1100|Bold Agenda PAC
J1200|Colorado Springs Citizens/Won't Chicken Out
Z1300|Harley Brown For President Campaign Committee
|PAVILACK FOR US PRESIDENT                         
|SCOTT SMITH FOR PRESIDENT 2016                    
|AMERICANS FOR OHIO                                
|FTS INTERNATIONAL INC FEDERAL PAC                 
Z5100|First Congressional Dist Republican Central Cmte
|REAL COMMON GOOD PAC                              
|CITIZEN SUPER PAC                                 
H1400|Association of Dental Support Organizations
Z5200|Official 9th District Democratic Party
J2200|Rebuilding America's Trust PAC
|UPARTY NATIONAL COMMITTEE                         
|HIP HOP UNITED                                    
A3000|Kansas Ag Communities Coalition
J1300|Jimmy Field Campaign
|TRUCKS FOR COWBOYS SUPER PAC                      
J1100|Washington's Future
J1100|Many True Conservatives
|YOUNG AMERICANS UNITED - ECONOMIC
|LATINOS FOR POLITICAL FREEDOM PAC                 
|CONSTITUTIONAL VETERANS FOR FREEDOM SUPER PAC     
|PORT PROSPERITY                                   
|BERGEN CARES                                      
Z1200|Committee to Elect Jesse T Smith for Congress
Z1100|Keller4America
J9000|Americans for Cannabis Legalization
|FIRST GENTLEMAN                                   
Z1200|Togiola for Congress Cmte
J1100|Conservative Leader Review
|SOCIETY JUSTICE                                   
Z1300|Elect Fawell
|ALDRIDGE FOR PRESIDENT                            
|MADAME PRESIDENT                                  
|QUALITY PUBLIC SCHOOLS PAC                        
|GLOBAL RENAISSANCE PAC                            
|COMMITTEE FOR URBAN REVITALIZATION                
|MEGALOI LOGOI                                     
|ADEPTUS HEALTH INC. PAC                           
|BLACK POLITICAL ACTION COMMITTEE                  
J1100|Keep Louisiana Working
J2100|DR RAUL PAC
|WISCONSIN GREEN SENATOR COMMITTEE AUTHORIZED BY BO
|UNITED EMRITS OF AMERICA                          
|2016 COMMITTEE; THE                               
|AMERICANS FOR OUR FUTURE                          
J2200|Peach PAC
J1100|National Organization for Marriage
|"PATENT POLITICAL ACTION COMMITTEE; THE (""THE PATEN"
Z4200|Trivedi Victory Fund 2014
|BRIGHT STAR PAC                                   
Y0000|EAFA PAC                                          
Z1300|Montilla for Congress
J1100|Action PAC
|SPIRIT OF 76 PAC                                  
|FORMER STAFFERS OF LARRY PRESSLER                 
Z1300|Puccetti for US Congress
F1100|Private Bank Inc
|INFRASTRUCTURE PAC INC 527 FUND                   
|ARRIBA CON HILLARY PAC                            
|FOR SUCH A TIME AS THIS INDEPENT COMMITTEE        
J1200|New York Next
J1100|Advancing Freedom Fund
J2100|Victory by Investing Building & Empowering PAC
|PRIORITIES PVD                                    
|COMMITTEE TO ELECT JOHN WOOD AKA CONSTITUTIONAL RI
|FRIENDS OF KYRILLIDIS                             
K1200|Sedgwick LLP
|H2MHGOD GOLFING                                   
J1200|Newport Beach Women's Democratic Club
|DRAFT ROB PORTMAN                                 
|RICHARD PETER FOR PRESIDENT                       
|MARY AKU QUARTEY                                  
Z4100|North Carolina Freedom Fund
|SURRY COUNTY DEMOCRATIC PARTY                     
J2200|Supporting Electing American Leaders
|NEXT AMERICA                                      
|AMERICA'S TOMORROW                                
|MOLNAR FOR US SENATE 2016                         
|MERVPAC-MERVIN EVANS FOR US SENATE 2016           
|REAL COMMON GOOD PAC                              
|GDR ACQUISITION COMPANY LLC SSF                   
|ASSOCIATION PROMOTING GOVERNMENTAL OBJECTIVE VIEWS
F1100|First Niagara Bank
|COMMITTEE TO ELECT JOHN CESARO FOR FREEHOLDER     
J1100|Stand for Principle PAC
Z4200|Louisiana Senate 2014
|ECOMMERCE FREEDOM PAC                             
Z1100|Committee to Elect Charles P Andrews III
|WILLY WRAPPERS; THE                               
|AMERICAN PROGRESSIVE DEMOCRATIC REPUBLICANS FOR AM
|AMERICANS AGAINST IMPERSONATORS                   
Z1200|TomB4House
|PEACE AND LIBERTY COMMITTEE                       
J2400|GatorPAC
J1200|Blue Ohio PAC
|POT THE VOTE                                      
Z1100|Coffman for Congress
J1100|Our America PAC
J1200|Stop Chris Christie PAC
|AMERICANS FOR A BETTER YESTERDAY                  
|MAY 1787                                          
|FREE SPEECH MATTERS                               
|THIS PAC HAS NOTHING TO DO WITH TAYLOR SWIFT PAC; 
|AMERICANS FOR A LIVING WAGE                       
|COMMUNITIES APPLIED POLICY STRATEGIES             
|BLUE ANSWER PAC                                   
|HEALTHY AMERICA                                   
Z1200|Pamela Keith for Senate 2016
|FREEPAC                                           
|REPUBLICAN PARTY OF RENVILLE COUNTY               
|NATIONAL ASSOCIATION OF COMMUNITIES & LAW ENFORCEM
M2200|Aluminum Assn
|INNOVATIVE CRUSADERS OF TRUTH                     
J2100|Vaquero PAC
|VETERANS AGAINST HILLARY                          
|ONE TERM ONLY                                     
|AIR-CONDITIONING
|WASHINGTON ASSOCIATION OF MORTGAGE PROFESSIONALS P
J2200|Zia PAC
|BLASS FOR PRESIDENT                               
J1100|Paul Babeu for America
|PDX G AND C SUPER PAC                             
Z4100|Practical Patriot Fund
|LONG ISLAND LAW ENFORCEMENT FOUNDATION            
|MAKE DC LISTEN                                    
|PRESERVING DIGNITY                                
Z1200|CNorris for CD1
|COMMITTEE TO ELECT JOHN LEWIS MEALER US SENATE 201
J2200|Rural America Counts PAC
|AMERICANS FOR A BETTER TOMORROW TODAY             
|RESPONSIBLE CITIZENS FORUM                        
|POPULAR PARTY POLITICAL ACTION COMMITTEE          
|NEW GENERATION LEADERSHIP FUND                    
Z1200|Crabtree for Congress
|GLOBAL STRATEGY FOUNDATION POLITICAL ACTION COMMIT
|SIGN FOR HILLARY                                  
|AMERICAN MODERN INSURANCE GROUP INC PAC           
J2200|R Senate PAC
|MICHAEL PETYO FOR PRESIDENT 2016                  
J2200|TROTTER PAC
|ELEKTA HOLDINGS US INC POLITICAL ACTION COMMITTEE 
J1100|Restore American Liberty
|SHIELDPAC                                         
|REBUILDUSA POLITICAL ACTION COMMITTEE - HYBRID 8 N
|PILGRIMS ALLIANCE PARTY COMMITTEE                 
J2200|E-PAC
Z4100|Buchanan & Scalise Fund
Z1200|Al Franken for Senate 2020
|FUTURE OF AMERICAN LIVES MATTER                   
|COALITION OF LIMITED SURETIES PAC                 
Z1100|Alaskans for Dan Sullivan
J2200|True North PAC
